,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
1522,lion air akan buka rute pontianak yogyakarta mulai ,Lion Air Will Open Pontianak Yogyakarta Route Starting,lion air buka rute pontianak yogyakarta,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1523,pecah rekor mimpi paling absurd lion air sama citilink dogfight karena terima disalip runway,Lion Air and Citilink dogfight broke the most absurd dream record because they were overtaken by the runway,pecah rekor mimpi absurd lion air citilink dogfight terima salip runway,0.0,Neutral,-0.1335,Negative,0.108,0.133,0.759,-0.1335
1524,wkwkwkwkwk balik lagi lion air ,"Wow, Lion Air is back again",wkwkwkwkwk lion air,0.05,Neutral,0.5859,Positive,0.432,0.0,0.568,0.5859
1525, lurahistana cozilar_cup punya lion air ,The Head of Istana Collar Cup has Lion Air,lurahistana cozilar cup lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1526, lurahistana sang pelopor lion air pengusaha cirebon ,"LurahIstana, Lion Air Pioneer Cirebon Entrepreneur",lurahistana sang pelopor lion air usaha cirebon,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1527, lionairgroup ini gimana tbtb dapet email dicancel ticket penerbangan mau reschedule call center sibuk terus sore bikin emosi ini lion air email semua gak dibales,lionairgroup this is how tbtb got an email about canceling flight tickets Want to reschedule the call center is always busy in the afternoon Making this emotional Lion Air all emails are not answered,lionairgroup gimana tbtb dapet email dicancel ticket terbang reschedule call center sibuk sore bikin emosi lion air email dibales,0.0,Neutral,0.2617,Positive,0.087,0.0,0.913,0.2617
1528, lionairid wee ini gimana tlpon call center sibuk semua udah jam coba cek ticket tbtb cancel sama pihak lion air gak ada kejelasan email gak bales heran sama lion air,"LionAirID wee, what's the matter with the call center, it's busy, it's all hours, try it. Check ticket tbtb, cancel with Lion Air. There's no clarity. Email doesn't reply. Surprised by Lion Air.",lionairid wee gimana tlpon call center sibuk udah jam coba cek ticket tbtb cancel lion air jelas email bales heran lion air,0.03333333333333333,Neutral,-0.5892,Negative,0.031,0.164,0.805,-0.5892
1529, lovelyyaa anak lion air itu,Lovelyyaa The child of the water lion,lovelyyaa anak lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1530, lionairid kok sibuk terus dari sore saya mau reschedule penerbangan tiba pihak lionair ubah penerbangan saya,How come LionAirID has been busy since the afternoon I wanted to reschedule my flight when Lionair changed my flight,lionairid sibuk sore reschedule terbang lionair ubah terbang,0.1,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
1531,puasa day downfall the case againts boeing nonton dokumenter ini jadi kesel sama kelakuan para petinggi boeing untungnya penceritaan dikemas dengan mudah dimengerti dan kesal sekaligus puas karena waktu itu internasional menyalahkan lion air dan pemerintah indonesia ,"Fasting day Downfall The Case Against Boeing watched this documentary and became annoyed with the behavior of Boeing officials. Fortunately, the narrative was presented in an easy-to-understand way and was annoyed and satisfied because at that time the international community blamed Lion Air and the Indonesian government.",puasa day downfall the case againts boeing nonton dokumenter kesel laku petinggi boeing untung cerita kemas mudah erti kesal puas internasional salah lion air perintah indonesia,0.016666666666666663,Neutral,-0.6705,Negative,0.052,0.153,0.795,-0.6705
1532,loker lion air untuk informasi lebih lengkap cek website lokertangerang lokerjakarta ,"Lion Air Loker. For more complete information, check the Lokertangerang lokerjakarta website",loker lion air informasi lengkap cek website lokertangerang lokerjakarta,0.3,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
1533,tren tax consultant lion air group pasasi amp porter walk interview sabtu april lokasi tangerang ,Trends Tax Consultant Lion Air Group Pasasi amp Porter Walk Interview Saturday April Location Tangerang,tren tax consultant lion air group pasasi porter walk interview sabtu april lokasi tangerang,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1534, lionair segera terbang pontianak jogja lionairgroup ,Lion Air will soon fly to Pontianak Jogja lion air group,lionair terbang pontianak jogja lionairgroup,0.8,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
1535,lion air group lagi buka loker buat posisi pasasi dan porter nih barangkali berminat langsung walk tangerang hrdbacot ezash lokercot ,Lion Air group is currently opening lockers for passenger and porter positions. Maybe you're interested in walking Tangerang hrdbacot ezash lokercot,lion air group buka loker posisi pasasi porter barangkali minat langsung walk tangerang hrdbacot ezash lokercot,0.125,Positive,0.4019,Positive,0.119,0.0,0.881,0.4019
1536, wisatabahari wisatamurah wisatajakarta tiket pesawat bali lion air klik ,marine tourism cheap tourism jakarta tourism bali lion air plane tickets CLICK,wisatabahari wisatamurah wisatajakarta tiket pesawat bal lion air klik,0.4,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
1537, wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bali lion air klik ,WisataJawatimur WisataMalang WisataBogor Promo Bali Lion Air flight tickets CLICK,wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bal lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1538, tirekkecil belom pernah nyoba masih satu group lion air dan baju pramugari bikin menarik ,"small t rex Never tried it, still in the Lion Air group and the flight attendant clothes make it interesting",tirekkecil bom nyoba group lion air baju pramugari bikin tarik,0.15,Positive,0.4019,Positive,0.124,0.0,0.876,0.4019
1539,lion air terminal berapa ini informasi untuk penerbangan dari bandara soekarno hatta ,What terminal is Lion Air? This is information for flights from Soekarno Hatta Airport,lion air terminal informasi terbang bandara soekarno hatta,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1540, cazaltraz hayuningrat nih fakta sebenarnya bro malu aja percaya ama foto editan gitu raja arab itu punya pesawat pribadi masak percaya dia pake lion air ,"Cazaltraz Hayuningrat Here are the real facts, bro. It's a shame to believe in edited photos like that. The King of Arabia has a private plane so I can't believe he's using Lion Air.",cazaltraz hayuningrat fakta bro malu aja percaya ama foto edit gitu raja arab pesawat pribadi masak percaya pake lion air,0.1,Positive,-0.1531,Negative,0.066,0.082,0.851,-0.1531
1541,nene nene mmbawa gelombang cinta diatas lion air,nene nene brought a wave of love over the water lion,nene nene mmbawa gelombang cinta atas lion air,0.5,Positive,0.6369,Positive,0.296,0.0,0.704,0.6369
1542,hari ini sembilan tahun silam tepatnya april terjadi kecelakaan yang menghebohkan dunia penerbangan saat itu pesawat boeing lks lion air mengalami overrun dan terjun bebas laut bali sebelah barat runway bandara internasional ngurah rai ,"Nine years ago today, to be precise in April, there was an accident that shocked the world of aviation. At that time, the Boeing LKS Lion Air plane experienced an overrun and fell into a freefall in the Bali Sea west of the Ngurah Rai International Airport runway.",sembilan silam tepat april celaka heboh dunia terbang pesawat boeing lks lion air alami overrun terjun bebas laut bal belah barat runway bandara internasional ngurah rai,0.12500000000000003,Positive,-0.6597,Negative,0.0,0.105,0.895,-0.6597
1543,ada beberapa hal yang harus diciptakan waktu kejadian lion air jatuh saya pernah katakan bahwa boeing harus dirubah dan diciptakan soal produk fasilitas keamanan system software management alat dll menukik itu bukan hanya malfungsi tapi hal lain ,"There were several things that had to be created when the Lion Air crash happened. I once said that Boeing had to change and create products, security facilities, systems, software, management tools, etc. The dive was not just a malfunction but something else.",cipta jadi lion air jatuh boeing rubah cipta produk fasilitas aman system software management alat dll tukik malfungsi,0.0,Neutral,0.2263,Positive,0.104,0.041,0.855,0.2263
1544,lowongan kerja lion air group lokasi wilayah kerja lion air group indonesia ,Lion Air Group Job Vacancies Location of Lion Air Group Indonesia work area,lowong kerja lion air group lokasi wilayah kerja lion air group indonesia,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1545, otd lion air crash bali indonesia ,OTD Lion Air crash Bali Indonesia,otd lion air crash bal indonesia,0.0,Neutral,-0.4019,Negative,0.0,0.351,0.649,-0.4019
1546,kepolisian resor kota polresta jambi menangkap tiga petugas pengangkut barang porter bandara sultan thaha saifuddin jambi yang terlibat pencurian uang juta dalam bagasi penumpang pesawat lion air tujuan jambi jakarta ,"The Jambi City Police Resort Police arrested three porters carrying goods at Sultan Thaha Saifuddin Jambi Airport who were involved in the theft of millions in the luggage of passengers on a Lion Air plane bound for Jambi, Jakarta.",polisi resor kota polresta jambi tangkap tugas angkut barang porter bandara sultan thaha saifuddin jambi libat curi uang juta bagasi tumpang pesawat lion air tuju jambi jakarta,0.0,Neutral,-0.4767,Negative,0.0,0.075,0.925,-0.4767
1547,siapa tau ada lagi nyari kerjaan lowongan kerja lion air group via madingloker,"Who knows, there are other people looking for Lion Air Group Job Vacancies via Madingloker",nyari kerja lowong kerja lion air group via madingloker,-0.125,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
1548,pelita air anak usaha pertamina melawan dominasi garuda dan lion air klik untuk baca ,"Pelita Air, a subsidiary of Pertamina, fights the dominance of Garuda and Lion Air. Click to read",pelita air anak usaha pertamina lawan dominasi garuda lion air klik baca,0.0,Neutral,-0.2263,Negative,0.092,0.138,0.769,-0.2263
1549,hari ini tahun yang lalu pesawat lion air jatuh perairan pantai segara saat bersiap mendarat bandara ngurah rai pada april ,This day last year a Lion Air plane crashed in the waters of Segara Beach while preparing to land at Ngurah Rai Airport in April,pesawat lion air jatuh air pantai segara darat bandara ngurah rai april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1550,sembilan tahun yang lalu tepatnya pada april pesawat lion air dengan nomor penerbangan jatuh laut bali karena pilot yang berhalusinasi melihat landasan sehingga mendaratkan pesawatnya merahputihcom lionair merawatingat ,"Nine years ago, precisely in April, a Lion Air plane with flight number crashed into the Bali sea because the pilot was hallucinating seeing the runway so he landed the plane Merahputihcom Lionair care remember",sembilan tepat april pesawat lion air nomor terbang jatuh laut bal pilot halusinasi landas darat pesawat merahputihcom lionair merawatingat,0.4,Positive,0.5423,Positive,0.12,0.0,0.88,0.5423
1551,tanggal pengen off kerja pengen coba apply crew lion air allah,"The date I want to take off work, I want to try applying for the Lion Air Allah crew",tanggal ken off kerja ken coba apply crew lion air allah,0.0,Neutral,0.1531,Positive,0.133,0.0,0.867,0.1531
1552, lionairgroup lionairid superairjet udah pesawatnya ganti jadwalnya karyawannya lemot parah ada kompensasi lagi hadeuh wkwk ambyar lionair,"lionairgroup LionAirID SuperAirJet, the plane has changed its schedule. The employees are very slow, there is more compensation. Hadeuh haha, lost Lionair",lionairgroup lionairid superairjet udah pesawat ganti jadwal karyawannya lot parah kompensasi hadeuh wkwk ambyar lionair,0.10333333333333332,Positive,0.2415,Positive,0.128,0.09,0.782,0.2415
1553,sejarah hari ini april lion air jatuh ngurah rai bali ,Today's History April Lion Air Crash Ngurah Rai Bali,sejarah april lion air jatuh ngurah rai bal,0.0,Neutral,-0.4019,Negative,0.0,0.252,0.748,-0.4019
1554, lionairgroup halo min mau tanya untuk penerbangan lion air cgk pdg kalau sdh vaksin dosis tetap harus antigen pcr makasih,"lionairgroup hello, min, I want to ask for Lion Air flights, if you have the vaccine, the fixed dose must be antigen PCR, thank you",lionairgroup halo min terbang lion air cgk pdg vaksin dosis antigen pcr makasih,0.1,Positive,0.4215,Positive,0.142,0.0,0.858,0.4215
1555,maskapai batik air member lion air group milik konglomerat rusdi kirana ini memberikan klarifikasi terhadap keluhan yang disampaikan oleh nex carlos ,"The Batik Air airline, a member of the Lion Air Group owned by the conglomerate Rusdi Kirana, provided clarification regarding the complaints submitted by Nex Carlos",maskapai batik air member lion air group milik konglomerat rusdi kirana klarifikasi keluh nex carlos,0.0,Neutral,-0.4019,Negative,0.0,0.097,0.903,-0.4019
1556,loker ada yang ikut recruitment lion air group ini itu buat pramugari atau bagaimana ,Lockers There are those who are taking part in the Lion Air group recruitment. This is for flight attendants or what,loker recruitment lion air group pramugari,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1557,pelita air milik pertamina akan segera resmi masuk dalam persaingan penerbangan berjadwal bersaing bersama lion air dan garuda ,Pertamina's Pelita Air will soon officially enter the competition for scheduled flights competing with Lion Air and Garuda,pelita air milik pertamina resmi masuk saing terbang jadwal saing lion air garuda,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1558,pelita air anak usaha pertamina melawan dominasi garuda dan lion air ,"Pelita Air, a subsidiary of Pertamina, fights against the dominance of Garuda and Lion Air",pelita air anak usaha pertamina lawan dominasi garuda lion air,0.0,Neutral,-0.2263,Negative,0.103,0.154,0.743,-0.2263
1559, bimo_ky kerenn tapi masih penasaran sama nya safety video batik air dan nya lion air ,Bimo_KY is cool but still curious about the safety videos for Batik Air and Lion Air,bimo ky kerenn penasaran safety video batik air lion air,0.12499999999999999,Positive,0.8074,Positive,0.39,0.0,0.61,0.8074
1560, viral skandal pramugari dan pilot lion air ,Viral Scandal of Lion Air Flight Attendants and Pilots,viral skandal pramugari pilot lion air,0.0,Neutral,-0.4404,Negative,0.0,0.266,0.734,-0.4404
1561,ibunya belum pernah naik lion air ,His mother had never been on Lion Air,ibu lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1562,lion air bru mwc jkt ,lion air brush mwc jkt,lion air bru mwc jkt,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1563,kenapa lion air tuh sering bikin penumpangnya kzl ,Why does Lion Air often make its passengers kzl?,lion air bikin tumpang kzl,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1564,sebenernya gamau naik lion air tapi kok adanya itu ,"Actually, I don't want to ride Lion Air, but why is that?",sebenernya gamau lion air,0.0,Neutral,-0.0286,Negative,0.0,0.092,0.908,-0.0286
1565,ada tau tahapan reschedule tiket lion air gasih ,Is there a stage for rescheduling Lion Air tickets?,tahap reschedule tiket lion air gasih,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1566,sobat perhubungan ada baru nih dari lion air penerbangan dengan rute semarang makasar yang akan terbang perdana pada tanggal april gratis bagasi gaes ganjarpranowo tajyasinmz kominfo_jtg jatenggayeng ,"Transportation Friends, there is a new Lion Air flight with the Semarang Makassar route which will make its first flight on April. Free baggage, guys Ganjarpranowo TajYasinMZ kominfo_jtg jatenggayeng",sobat hubung lion air terbang rute semarang makasar terbang perdana tanggal april gratis bagasi gaes ganjarpranowo tajyasinmz kominfo jtg jatenggayeng,0.26212121212121214,Positive,0.7506,Positive,0.192,0.0,0.808,0.7506
1567, lionairgroup kenapa jam penerbangan saya dipindah jam padahal ada pesawat lion air juga tujuan nya sama jam kenapa saya tidak dipindahkan pesawat jam saja tujuannya kan sama min ,"lionairgroup Why is my flight time moved to the same time? Even though there is a Lion Air plane, the destination is the same time, why don't I just move the flight time? The destination is the same, bro.",lionairgroup jam terbang pindah jam pesawat lion air tuju jam pindah pesawat jam tuju min,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1568, downfall the case against boeing dokumenter netflix kecelakaan yang sama dengan pesawat yang sama boeing max lion air ethiopian nah pada cari penyebabnya kan boeing ini mau disalahin dan malah nyalahin pilot ,"Downfall The Case Against Boeing netflix documentary same accident with the same plane Boeing Max Lion Air Ethiopian So when looking for the cause, Boeing wants to be blamed and instead blames the pilot",downfall the case against boeing dokumenter netflix celaka pesawat boeing max lion air ethiopian cari sebab boeing disalahin nyalahin pilot,0.05,Neutral,-0.836,Negative,0.0,0.223,0.777,-0.836
1569,istg nyesel bgt pilih lion air hidup tenang bgt,"I really regret choosing Lion Air, life is really peaceful",istg nyesel bgt pilih lion air hidup tenang bgt,0.225,Positive,0.1027,Positive,0.239,0.212,0.548,0.1027
1570, lionairgroup mohon lion air bisa segera buka rute baru solo makassar dan solo balikpapan kami berharap rute tsb bisa terealisasi mei terima kasih,lionairgroup Please Lion Air can immediately open new routes Solo Makassar and Solo Balikpapan we hope these routes can be realized in May Thank you,lionairgroup mohon lion air buka rute solo makassar solo balikpapan harap rute tsb realisasi mei terima kasih,0.06818181818181818,Positive,0.7717,Positive,0.259,0.0,0.741,0.7717
1571, kecelakaan pesawat lion air dekat bandara ngurah rai bali peristiwa hari ini selasa rabu april denny siregar ade armando celana danar dosen tangkap puas buzzer karma abu janda penyusup pengecut massa ,Lion Air Plane Crash near Ngurah Rai Airport Bali Today's Events Tuesday Wednesday April Denny Siregar Ade Armando Pants Danar Lecturer Arrest Satisfied Buzzer Karma Abu Janda Cowardly Mob Intruder,celaka pesawat lion air bandara ngurah rai bal peristiwa selasa rabu april denny siregar ade armando celana danar dosen tangkap puas buzzer karma abu janda susup kecut massa,0.18333333333333335,Positive,-0.5994,Negative,0.077,0.211,0.712,-0.5994
1572, rannett_gemink kue sus polanya kyk lion air sih,Rannett_Gemink eclairs have a pattern that looks like lion air,rannett gemink kue sus pola kyk lion air,0.0,Neutral,0.3612,Positive,0.217,0.0,0.783,0.3612
1573,lowongan kerja lion air group april ,Lion Air Group Job Vacancies April,lowong kerja lion air group april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1574, askrlfess citilink ajaa lion air group paling suka reschedule jadwal,Askrlfess CITILINK AJAA lion air group likes to reschedule schedules the most,askrlfess citilink ajaa lion air group suka reschedule jadwal,0.5,Positive,0.4215,Positive,0.203,0.0,0.797,0.4215
1575,seneng banget dari dulu sekali mudik bisa juta lion air tanpa bagasi pula sekarang cuma kereta gausah pindah pindah lagi jod jakarta aja ,I'm so happy that I've been going home for millions of Lion Air without luggage and now it's just a train NO MOVE AGAIN JOD JAKARTA JUST,neng banget mudik juta lion air bagasi kereta gausah pindah pindah jod jakarta aja,0.8,Positive,0.264,Positive,0.125,0.092,0.783,0.264
1576, gunsihombing gajelas kali lion air tbtb ngebatalin penerbangan trs disuruh reschedule sampe skrg gabisa dihubungi call centernya niat,"Gun sihombing is not clear, Lion Air TBTB canceled the flight then was told to reschedule until now I can't contact the call center.",gunsihombing gajelas kali lion air tbtb ngebatalin terbang trs suruh reschedule sampe skrg gabisa hubung call centernya niat,-0.07500000000000001,Negative,-0.555,Negative,0.0,0.172,0.828,-0.555
1577, onehealthkipm pemeriksaan kebenaran isi jenis jumlah ikan patin ekor koli tujuan kabupaten mimika melalui bandara sentani via lion air kkpaccelerate bkipm_kkp junaidifqia tumpakbenny ,OneHealthKIPM Check the Correctness of the contents of the type of number of Koli-tailed Patin Fish bound for Mimika Regency via Sentani Airport Via Lion Air KKPAccelerate bkipm_kkp JunaidiFQIA tumpakbenny,onehealthkipm periksa benar isi jenis ikan patin ekor koli tuju kabupaten mimika bandara sentani via lion air kkpaccelerate bkipm kkp junaidifqia tumpakbenny,0.0,Neutral,0.0772,Positive,0.043,0.0,0.957,0.0772
1578, thevibesnews macam lebih kurang sama case dengan lion air ,thevibesnews More or less the same case as Lion Air,thevibesnews case lion air,0.11111111111111112,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
1579,gae balok toko emas mekkah ejek lion air whnun ,Gae Blok Mecca Gold Shop Taunted Lion Air Whnun,gae balok toko emas mek ejek lion air whnun,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1580, lionairgroup halo saya mau gorontalo dari surabaya jadi pernerbangannya surabaya makassar gorontalo nah pesawatnya sama sama lion air nanti saya ketika sampai makassar saya harus ambil barang barang saya dari bagasi dan check lagi atau perlu diambil barangnya ,"lionairgroup hello I want to go to Gorontalo from Surabaya so the flight is Surabaya Makassar Gorontalo well the plane is the same as Lion Air, when I arrive in Makassar I have to take my things from the baggage and check again or I need to take my things",lionairgroup halo gorontalo surabaya pernerbangannya surabaya makassar gorontalo pesawat lion air makassar ambil barang barang bagasi check ambil barang,0.0,Neutral,0.34,Positive,0.066,0.0,0.934,0.34
1581,menurut laporan pesawat tersebut menukik tajam dari ketinggian kaki hingga kaki dalam beberapa detik insiden dalam penerbangan tersebut sebelumnya juga sudah pernah terjadi pada insiden china airlines dan lion air vdvcnews viral boeing pesawat,"According to reports, the plane dived sharply from foot to foot in a few seconds. This in-flight incident had previously occurred with China Airlines and Lion Air incidents VDVCNews Viral Boeing Airplane",lapor pesawat tukik tajam tinggi kaki kaki detik insiden terbang insiden china airlines lion air vdvcnews viral boeing pesawat,-0.1638888888888889,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
1582, adehusna haii kak berdasarkan informasi yang butuhkan surat vaksin dari malaysia tidak dapat gunakan sebagai syarat penerbangan lion air indonesia tetapi harus sertai dengan surat dari kkp ,"Ade Hasna hi sis, based on the information required, a vaccine letter from Malaysia cannot be used as a condition for Indonesian Lion Air flights but must be accompanied by a letter from the Ministry of Maritime Affairs and Fisheries.",adehusna hai kak dasar informasi butuh surat vaksin malaysia syarat terbang lion air indonesia serta surat kkp,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1583, lionairgroup surat vaksin dari malaysia bisa dipakai diindonesia untuk persyaratan penerbangan lion air,lionairgroup Vaccine letters from Malaysia can be used in Indonesia for Lion Air flight requirements,lionairgroup surat vaksin malaysia pakai indonesia syarat terbang lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1584, cuangbin ohiya juga lupa writer kakak pilot lion air ,Cuangbin Ohiya also forgot LION AIR PILOT BROTHER WRITER,cuangbin ohiya lupa writer kakak pilot lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1585, amanitadiaz ada beda ternyata lion air skrng gratis bagasi kayak dulu,"Amanita Diaz There is a difference, it turns out that Lion Air is now free of baggage like before",amanitadiaz beda lion air skrng gratis bagasi kayak,0.4,Positive,0.7003,Positive,0.254,0.0,0.746,0.7003
1586, fffnii kochengfess belum pernah pake rencana mau pake buat bulan juni jadi udah cari info info nemu lion air kalo pake jasa mahal bgt,"Fffnii kochengfess Haven't used it yet, planning to use it for June, so I've been looking for info on finding Lion Air. If you use the service, it's very expensive.",fffnii kochengfess pake rencana pake juni udah cari info info nemu lion air pake jasa mahal bgt,-0.65,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
1587, fffnii kochengfess pake lion air bisa kak pernah baca website lion air pake biaya bagasi tambahan dihitungnya per kontak call center aja web nya ada kak,"Fffnii kochengfess You can use Lion Air, have you read the Lion Air website? The additional baggage fee is calculated per call center contact, the website is there, bro.",fffnii kochengfess pake lion air kak baca website lion air pake biaya bagasi tambah hitung kontak call center aja web kak,-0.1,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
1588, mimpi ada pesawat lion air landing intel pas kuliah ,I dreamed of a Lion Air plane landing from Intel when I was in college,mimpi pesawat lion air landing intel pas kuliah,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1589, syaifulikhwan_ sbrooto pul bagusan mana lionair superairjet saat ini ,Syaiful Ikhwan SBototo how good is Lion Air Superairjet at the moment,syaifulikhwan sbrooto pul bagus lionair superairjet,0.7,Positive,0.4404,Positive,0.209,0.0,0.791,0.4404
1590,menonton film dokumenter downfall the case against boeing rasanya marah film ini membahas kasus kecelakaan pesawat boeing max lion air amp ethiopian air ,Watching the documentary Downfall The Case Against Boeing makes you feel angry. This film discusses the case of the Boeing Max Lion Air & Ethiopian Air plane crash,tonton film dokumenter downfall the case against boeing marah film bahas celaka pesawat boeing max lion air ethiopian air,-0.25,Negative,-0.7184,Negative,0.0,0.188,0.812,-0.7184
1591, mhacowwid weh kabar dit owh lion air itu max tapi sama basicnya ,"MhacowwID Wow, Dit Owh Lion Air's news is Max, but the basics are the same",mhacowwid weh kabar dit owh lion air max basicnya,0.05,Neutral,0.34,Positive,0.146,0.0,0.854,0.34
1592,jenis sama dgn lion air ethiopian air serta terakhir jatuh china kah ,The same type as Lion Air Ethiopian Air and the last fell to China,jenis lion air ethiopian air jatuh china kah,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1593,semut nempel lion air,ants stick to water lions,semut nempel lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1594, lionairgroup malam lion air ini kenapa saya penerbangan april reschedule tapi gatau reschedule jadi jam berapa hari apa dan pesawat nomor berapa mohon jangan balas keluhannya kak karena udah saya dan belum balas tks lionair,lionairgroup tonight Lion Air why I rescheduled my April flight but don't know how to reschedule so what time of day and what plane number Please don't reply to the complaint bro because I already did and haven't replied Tks LionAir,lionairgroup malam lion air terbang april reschedule gatau reschedule jam pesawat nomor mohon balas keluh kak udah balas tks lionair,-0.3,Negative,0.1531,Positive,0.097,0.062,0.841,0.1531
1595, asa beneran sedih sampai nangis anjing lion air ,ASA was really sad to the point of crying lion air dog,asa beneran sedih nang anjing lion air,-0.35,Negative,-0.7574,Negative,0.0,0.394,0.606,-0.7574
1596,kesel bgt lion air taik ,THE LIONS ARE VERY PISSED FROM THE HIGH WATER,kesel bgt lion air taik,0.18,Positive,-0.6697,Negative,0.0,0.36,0.64,-0.6697
1597, niskalaa_ askrlfess call center lion air groupnya soalnya dikabarinnya lewat dari lion nya sender,niskalaa_ Askrlfess call center lion air group because he was informed via the lion sender,niskalaa askrlfess call center lion air groupnya dikabarinnya lion sender,-0.1,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
1598, alvinlie sama pak film dokumenter ttg penyebab jatuhnya pesawat lion air amp ethiopian airlines ,alvin lie Same sir Documentary film about the causes of the Lion Air & Ethiopian Airlines plane crash,alvinlie film dokumenter ttg sebab jatuh pesawat lion air ethiopian airlines,0.0,Neutral,-0.4019,Negative,0.0,0.137,0.863,-0.4019
1599, think mau coba lion air bismilah,I think I want to try Lion Air Bismillah,think coba lion air bismilah,0.0,Neutral,0.0772,Positive,0.14,0.0,0.86,0.0772
1600, contactap selamat malam saya mau konfirmasi barusan dapat whatsapp dari lion air bahwa penerbangan pukul rute cgk plm tanggal april dialihkan pernerbangan pukul apakah info ini valid ,contactap good evening I want to confirm I just got WhatsApp from Lion Air that the flight on the CGK route PLM on April was diverted. The flight at Is this information valid?,contactap selamat malam konfirmasi barusan whatsapp lion air terbang rute cgk plm tanggal april alih pernerbangan info valid,0.7,Positive,0.4939,Positive,0.119,0.0,0.881,0.4939
1601,halo min mau tanya dong kalo mau nanya perihal peralihan pesawat dari lion air super air jet kemana saya nelfon contact centernya gabisa soalnya contactap ,"hello, min, I want to ask, if I want to ask about the transfer of planes from Lion Air Super Air Jet, where can I call the contact center, I can't because it's contactap.",halo min nanya perihal alih pesawat lion air super air jet mana nelfon contact centernya gabisa contactap,0.11666666666666665,Positive,0.6705,Positive,0.173,0.0,0.827,0.6705
1602,gapaham gue sama lion air aneh bgt masa ngecancel apaan sih,"I'm talking to the water lion, it's so strange when you cancel, what the hell?",gapaham gue lion air aneh bgt ngecancel,-0.05,Neutral,-0.8388,Negative,0.0,0.428,0.572,-0.8388
1603, sistries _abeejohan areajulid mantap anak bapa lion air ,Sistries _abeejohan AREAJULID great son of Lion Air's father,sistries abeejohan areajulid mantap anak bapa lion air,0.8,Positive,0.6249,Positive,0.339,0.0,0.661,0.6249
1604,ngambil duit lalu terjebak drama ftv dengan mbak mbak pramugari lion air bisa bisanya dia jatuh berhadapan dengan saya seraya kami sedang berpelukan apakah ini salah satu bagian dari ujian orang yang berpuasa ,Taking money then getting caught up in a FTV drama with a Lion Air flight attendant. How often does he fall face to face with me while we're hugging? Is this part of the test for people who are fasting?,ngambil duit jebak drama ftv mbak mbak pramugari lion air bisa jatuh hadap seraya peluk salah uji orang puasa,0.2,Positive,0.4871,Positive,0.075,0.0,0.925,0.4871
1605,lowongan kerja lion air group april ,Lion Air Group Job Vacancies April,lowong kerja lion air group april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
1606,lion air terbangnya masih besok tapi udh ngumumin delay hari ini mawut ,"Lion Air's flight is still tomorrow but it has announced a delay today, Mawut",lion air terbang besok udh ngumumin delay mawut,0.0,Neutral,-0.4497,Negative,0.0,0.185,0.815,-0.4497
